@relation 2017-04-03

@attribute 'RSI EXTREME SCALED' numeric
@attribute 'CCI CHANNEL BREAK SCALED' numeric
@attribute MACDIndicator numeric
@attribute bbSizeBand numeric
@attribute bbPricePosition numeric
@attribute Prediction {up,down,no}

@data
0,1,0.000195,0.002774,34.498374,down
0,1,0.000202,0.002687,28.358262,down
0,0,0.000208,0.002563,31.023062,down
0,0,0.000211,0.002318,20.963617,down
0,0,0.000212,0.00207,11.447047,down
0,0,0.000209,0.001712,-12.795495,down
0,0,0.000204,0.0014,-6.071864,down
0,0,0.000196,0.001149,-33.154024,down
0,2,0.000187,0.001104,-57.23384,up
0,1,0.000176,0.001033,-58.850499,up
0,0,0.000164,0.000996,-44.062921,up
0,0,0.000153,0.001026,-53.38788,down
0,0,0.000141,0.001032,-47.087475,down
0,0,0.000131,0.001027,-24.93086,down
0,0,0.000121,0.000983,-31.343832,down
0,0,0.000113,0.000918,-24.19376,down
0,0,0.000102,0.000944,-73.629791,down
0,0,0.000091,0.000917,-56.047812,down
0,0,0.00008,0.00096,-62.91496,down
0,0,0.000067,0.000999,-91.547216,up
0,0,0.000053,0.001125,-96.499029,up
0,0,0.000038,0.001153,-65.39177,up
0,0,0.000024,0.001131,-66.313931,up
0,0,0.000012,0.00108,-43.164342,up
0,0,0.000001,0.001043,-44.685466,up
0,0,-0.000008,0.001031,-24.543811,up
0,0,-0.000016,0.000978,-27.197781,up
0,0,-0.000021,0.000946,3.69968,up
0,0,-0.000024,0.000945,20.748002,down
0,0,-0.000025,0.000937,15.159015,down
0,0,-0.000025,0.000907,19.395779,down
0,0,-0.000024,0.000894,22.698661,down
0,0,-0.000022,0.000866,11.434442,down
0,0,-0.000021,0.000791,10.995329,down
0,0,-0.000021,0.000741,-33.895135,down
0,0,-0.000022,0.000658,-31.482435,down
0,0,-0.000026,0.000721,-73.803518,down
0,0,-0.00003,0.000713,-31.538204,down
0,0,-0.000036,0.000904,-108.837306,down
0,0,-0.000047,0.00117,-111.493723,down
0,0,-0.000064,0.001768,-132.359801,down
-2,0,-0.000088,0.002491,-122.816559,down
0,0,-0.000114,0.002874,-87.078287,down
-2,1,-0.000147,0.003566,-103.903593,up
-2,0,-0.000185,0.004204,-93.417109,up
-2,0,-0.000223,0.00462,-75.548249,up
-1,0,-0.000259,0.00488,-61.269238,up
-1,2,-0.000292,0.005017,-52.659189,down
-1,1,-0.00032,0.005068,-47.847998,up
-1,1,-0.000343,0.005043,-41.185422,up
0,1,-0.000362,0.004949,-37.339163,up
0,1,-0.000377,0.00478,-33.454651,up
0,2,-0.000388,0.004574,-33.407308,up
0,1,-0.000396,0.004273,-25.952177,up
0,0,-0.000399,0.003962,-19.105067,up
0,0,-0.000397,0.003549,-6.819614,up
0,0,-0.00039,0.003136,4.559469,up
0,0,-0.000382,0.002496,-10.739046,up
0,0,-0.000372,0.001961,3.569559,down
0,0,-0.00036,0.001385,27.363596,down
0,0,-0.000346,0.001163,46.84166,down
0,0,-0.00033,0.001177,56.169059,down
0,0,-0.000314,0.001062,44.166369,down
0,0,-0.000299,0.00104,11.727381,up
0,0,-0.000286,0.000911,5.819018,up
0,-2,-0.000272,0.00082,27.201823,up
0,0,-0.000258,0.000805,51.574935,up
0,-2,-0.000243,0.000776,26.046093,up
0,-2,-0.00023,0.000728,15.241721,up
0,-2,-0.000215,0.000747,64.928714,up
0,-2,-0.000198,0.000859,99.805203,up
0,0,-0.00018,0.00092,81.729475,down
0,0,-0.000163,0.000869,54.113324,up
0,0,-0.000145,0.000926,86.202292,down
0,-2,-0.000126,0.00103,89.687606,down
0,-2,-0.000107,0.001086,58.815529,down
0,-2,-0.000091,0.001104,30.804255,down
0,0,-0.000077,0.00108,46.309201,down
0,0,-0.000063,0.001063,35.190357,down
0,0,-0.000053,0.001044,-0.383104,down
0,0,-0.000046,0.001046,-25.152569,down
0,-2,-0.000042,0.00106,-31.306826,up
0,-2,-0.000039,0.001047,-15.372643,up
0,-2,-0.000037,0.00099,-28.398058,up
0,-2,-0.000037,0.000932,-42.579542,up
0,0,-0.000038,0.00092,-45.761714,up
0,0,-0.000037,0.000909,8.911766,no
0,0,-0.000034,0.000889,35.991425,down
0,0,-0.000031,0.000829,1.206155,up
0,0,-0.000028,0.000826,-13.682466,up
0,0,-0.000025,0.000812,-6.894952,up
0,0,-0.000022,0.0008,4.373399,up
0,0,-0.000019,0.000801,-7.492686,up
0,0,-0.000016,0.00077,27.545247,down
0,0,-0.000012,0.000691,39.389277,down
0,0,-0.000008,0.000662,39.442872,no
0,0,-0.000003,0.00072,72.459826,down
0,0,0.000003,0.000746,66.356704,down
0,0,0.000007,0.000735,21.906916,up
0,0,0.000011,0.000745,30.209678,up
0,0,0.000014,0.000725,27.027413,up
0,0,0.000017,0.000688,34.719133,up
0,0,0.00002,0.000672,28.555119,up
0,0,0.000023,0.000672,66.247034,up
0,0,0.000027,0.000658,82.874159,up
0,0,0.000033,0.000645,98.649122,up
0,0,0.000039,0.000703,76.287823,up
0,0,0.000045,0.000774,73.240977,up
0,0,0.000051,0.000826,70.34709,up
0,0,0.000057,0.000856,70.654299,up
0,0,0.000064,0.000927,84.069269,up
0,0,0.000071,0.000931,52.505763,up
0,0,0.000076,0.000918,59.67283,up
0,0,0.000082,0.000963,67.705782,up
1,0,0.000089,0.00103,74.634916,up
1,-2,0.000096,0.001113,80.398704,down
1,-2,0.000103,0.001227,77.360078,down
1,-2,0.000112,0.001369,82.475386,down
1,-2,0.000121,0.001404,69.462017,down
0,-2,0.000127,0.001342,30.545811,up
0,-2,0.000131,0.001254,24.485141,up
0,0,0.000133,0.001152,11.631195,up
0,0,0.000132,0.001016,0.393578,up
0,0,0.000131,0.000937,12.910615,down
0,0,0.000129,0.000897,37.124674,down
0,0,0.000128,0.000882,41.844945,down
0,0,0.000127,0.000829,27.38084,down
0,0,0.000125,0.000766,-0.261104,down
0,0,0.000121,0.000709,-17.358953,down
0,0,0.000115,0.000705,-63.018358,down
0,0,0.000107,0.00079,-83.703164,up
0,0,0.000097,0.000884,-92.878488,up
0,0,0.000085,0.000965,-76.497223,up
0,0,0.000073,0.001049,-69.236334,up
0,0,0.000062,0.001097,-52.041108,up
0,0,0.000052,0.001098,-30.603682,up
0,0,0.000042,0.001083,-34.246042,up
0,0,0.000034,0.001012,-40.326917,up
0,0,0.000026,0.000928,-39.538582,up
0,0,0.000019,0.000921,-31.802418,up
0,0,0.000013,0.0009,-5.777421,up
0,0,0.000009,0.00089,-8.428995,up
0,0,0.000005,0.000889,-19.793406,up
0,0,0.000003,0.000866,9.127498,up
0,0,0.000002,0.000802,37.014735,up
0,0,0.000003,0.000692,29.621038,up
0,0,0.000004,0.000606,53.25809,up
0,0,0.000006,0.000584,66.482816,up
0,0,0.000009,0.000645,95.518227,up
0,0,0.000014,0.00076,92.418436,up
0,0,0.00002,0.000838,78.245085,up
0,0,0.000027,0.000947,93.586473,up
1,0,0.000035,0.001079,93.547561,up
0,0,0.000044,0.001128,70.728257,up
1,0,0.000053,0.001177,65.498673,down
1,0,0.000062,0.001269,71.252926,down
0,0,0.00007,0.001291,51.285095,down
0,0,0.000077,0.001293,53.367844,down
0,0,0.000083,0.001249,40.27457,down
0,0,0.000088,0.001179,29.097394,down
0,0,0.00009,0.001121,0.803021,down
0,0,0.000089,0.001056,-25.954081,up
0,0,0.000086,0.000943,-22.062214,up
0,0,0.000082,0.000873,-21.982731,no
0,0,0.000077,0.000837,-22.333732,down
0,0,0.000072,0.000771,-26.985692,down
0,0,0.000067,0.000725,-36.160296,down
0,0,0.000062,0.000676,-23.523471,down
0,0,0.000058,0.000676,-38.318106,up
0,0,0.000053,0.000689,-39.472141,up
0,0,0.000047,0.000715,-50.323817,up
0,0,0.000041,0.000765,-65.914742,up
0,0,0.000036,0.000738,-31.151559,up
0,0,0.000031,0.000719,-15.015214,down
0,0,0.000028,0.000689,12.632349,down
0,0,0.000026,0.000602,12.286072,up
0,-2,0.000025,0.000549,6.377156,up
0,-2,0.000023,0.000448,-7.59741,up
0,-2,0.000021,0.000359,-7.792825,up
0,-2,0.00002,0.000296,55.473828,up
0,0,0.00002,0.00032,74.0919,up
0,0,0.00002,0.000335,70.549991,up
0,0,0.000021,0.000363,71.153803,up
0,0,0.000023,0.000464,109.532628,up
0,0,0.000028,0.000644,121.535106,up
1,0,0.000036,0.001003,134.163005,down
1,0,0.000047,0.001231,102.883461,down
1,0,0.000058,0.00136,75.241567,down
0,0,0.000068,0.001428,58.82979,up
0,0,0.000078,0.001488,57.261866,up
0,0,0.000088,0.001542,60.381154,up
0,0,0.000096,0.001521,49.061697,up
0,0,0.000103,0.001509,42.081885,up
1,0,0.00011,0.001512,46.442987,up
1,0,0.000116,0.00154,50.077936,down
1,0,0.000122,0.00155,48.717599,up
1,0,0.000127,0.001526,44.303824,up
0,0,0.000131,0.001446,37.000362,up
0,0,0.000134,0.00133,36.922838,up
0,0,0.000136,0.001205,20.323598,down
0,0,0.000137,0.001095,42.729482,down
0,0,0.000139,0.000947,45.417538,down
0,0,0.00014,0.000743,50.235121,down
0,0,0.00014,0.000548,28.811928,down
0,0,0.000138,0.00042,-21.445294,down
0,0,0.000136,0.000427,33.219215,down
0,0,0.000132,0.000427,4.678443,down
0,0,0.000129,0.000412,6.793996,down
0,1,0.000123,0.000407,-76.864803,up
0,2,0.000117,0.000394,-44.948078,down
0,0,0.000111,0.000408,-51.691665,down
0,0,0.000104,0.000415,-55.237883,up
0,0,0.000097,0.000403,-37.975814,down
0,0,0.00009,0.000409,-36.719404,up
0,0,0.000083,0.000449,-73.446765,up
0,0,0.000075,0.000515,-89.060129,up
0,0,0.000069,0.000509,-16.881415,down
0,0,0.000062,0.000513,-29.647604,down
0,0,0.000057,0.000504,-8.133276,down
0,0,0.000052,0.000505,-7.728931,down
0,-2,0.000048,0.000477,-20.524967,down
0,-2,0.000044,0.000435,-25.987743,up
0,-2,0.00004,0.000372,-28.505852,down
0,0,0.000036,0.000338,-14.489133,down
0,0,0.000033,0.000337,-12.773725,down
0,0,0.000029,0.000294,-47.22901,up
0,0,0.000026,0.000269,25.693602,down
0,0,0.000023,0.000231,-31.985518,down
0,0,0.00002,0.00024,-54.693234,down
0,0,0.000017,0.000236,-2.962839,down
0,0,0.000015,0.000237,-18.159673,down
0,0,0.000013,0.000237,-0.845343,down
0,0,0.00001,0.000242,-53.805901,up
0,0,0.000008,0.00025,-62.44998,up
0,0,0.000005,0.000248,-22.971782,up
0,0,0.000003,0.000223,-63.679691,up
0,0,0.000001,0.000216,-33.264247,up
0,0,-0.000001,0.000216,-21.721407,up
0,0,-0.000001,0.000203,37.995747,up
0,0,-0.000002,0.000182,2.753714,up
0,0,-0.000001,0.000319,145.798295,up
0,0,0.000001,0.000321,19.647368,up
0,0,0.000002,0.000322,18.60521,up
0,0,0.000005,0.000422,112.958749,down
0,0,0.000008,0.00049,88.707417,down
0,0,0.000014,0.00067,120.281762,down
0,2,0.00002,0.000706,54.836069,down
0,2,0.000024,0.000704,18.740851,down
0,2,0.000026,0.000692,2.744935,down
0,1,0.000028,0.000697,26.268638,down
0,0,0.00003,0.000705,36.871088,down
0,0,0.000031,0.000699,1.573246,down
0,0,0.000029,0.000708,-51.681462,up
0,0,0.000027,0.000693,-33.491549,down
0,0,0.000024,0.000691,-33.742656,down
0,0,0.00002,0.000677,-35.130347,down
0,0,0.000017,0.000661,-16.180231,down
0,0,0.000014,0.000653,-29.268164,down
0,0,0.00001,0.000686,-58.024953,down
0,0,0.000005,0.000729,-66.363666,down
0,0,0,0.000768,-65.481207,down
0,0,-0.000005,0.000798,-48.486163,down
0,0,-0.00001,0.000825,-44.961647,down
0,0,-0.000015,0.000853,-63.535381,up
0,0,-0.000021,0.000866,-57.022252,up
0,2,-0.000026,0.000743,-57.217655,up
0,1,-0.000031,0.000712,-58.155762,up
0,1,-0.000036,0.00071,-50.125932,no
0,0,-0.00004,0.000701,-32.53493,down
0,0,-0.000042,0.000646,-29.58242,up
0,0,-0.000045,0.000533,-24.399435,down
0,0,-0.000046,0.000466,-1.287201,down
0,0,-0.000047,0.000478,-43.895512,down
0,0,-0.000048,0.000464,-32.088026,down
0,0,-0.000048,0.000438,-7.534742,down
0,0,-0.000048,0.000407,-13.510669,down
0,0,-0.000048,0.00036,-82.285739,up
0,1,-0.000049,0.000303,-73.493468,up
0,0,-0.000051,0.000337,-99.238326,up
0,0,-0.000053,0.000394,-97.957239,up
0,0,-0.000055,0.000391,-19.436132,down
0,0,-0.000055,0.000371,-16.443378,down
0,0,-0.000054,0.00036,50.531193,down
0,0,-0.000053,0.000363,21.775504,down
0,0,-0.000051,0.000363,-10.460146,down
0,2,-0.000051,0.000446,-101.466837,down
0,0,-0.000052,0.000467,-51.372904,down
0,0,-0.000052,0.000498,-60.67671,up
0,0,-0.000053,0.000506,-43.900188,down
0,0,-0.000055,0.000531,-63.059696,up
0,0,-0.000056,0.000569,-73.977146,up
0,0,-0.000059,0.000566,-60.773212,up
0,0,-0.000059,0.000557,-5.921545,down
0,0,-0.00006,0.000546,-21.067475,down
0,0,-0.000059,0.000509,0.589689,down
0,0,-0.000058,0.000474,0,down
0,0,-0.000056,0.000474,12.663189,down
0,0,-0.000055,0.00048,-34.592718,up
0,2,-0.000054,0.00049,-36.298196,up
0,2,-0.000053,0.000502,-42.223034,up
0,2,-0.000053,0.000498,-34.566318,up
0,2,-0.000051,0.000481,11.844995,up
0,2,-0.000049,0.000425,63.106882,down
0,2,-0.000045,0.000386,61.108324,down
0,0,-0.000042,0.000352,-2.554605,up
0,0,-0.00004,0.000342,6.432446,up
0,0,-0.000036,0.000362,58.778193,no
0,0,-0.000033,0.000363,18.436343,up
0,0,-0.00003,0.000375,42.438684,up
0,0,-0.000027,0.000373,33.531381,up
0,0,-0.000024,0.000345,35.923171,up
0,0,-0.000021,0.000323,44.274621,up
0,0,-0.000018,0.000332,41.247336,up
0,0,-0.000014,0.000375,84.184393,up
0,0,-0.000009,0.000462,101.846766,up
0,0,-0.000004,0.000508,72.66529,up
0,0,0.000001,0.000568,78.303245,up
0,0,0.000007,0.000594,68.827646,up
0,0,0.000013,0.000649,86.618002,down
0,0,0.000019,0.000641,59.273788,up
0,0,0.000024,0.000611,46.14433,up
0,0,0.000029,0.000626,55.910614,up
0,0,0.000033,0.000652,50.336597,up
0,0,0.000037,0.000672,48.079599,up
0,0,0.000041,0.000642,41.452588,up
0,0,0.000044,0.000617,49.748411,no
0,0,0.000047,0.000621,47.846082,down
0,0,0.00005,0.000602,58.985177,down
0,0,0.000053,0.000592,56.896887,down
0,0,0.000055,0.000543,30.367705,no
0,0,0.000056,0.000483,27.758982,up
0,0,0.000057,0.000414,25.375443,up
0,0,0.000058,0.000321,41.477778,up
0,0,0.000058,0.000278,46.735083,up
0,0,0.000058,0.000266,15.064872,up
0,0,0.000058,0.000249,71.500937,up
0,0,0.000057,0.000236,36.009596,up
0,0,0.000057,0.000226,57.055774,up
0,0,0.000057,0.000234,44.487526,up
0,0,0.000057,0.00028,107.521431,up
0,-2,0.000059,0.000442,143.786194,up
0,-2,0.000063,0.000586,117.837004,up
0,-2,0.000068,0.000714,103.748676,up
0,-2,0.000073,0.000746,59.654007,up
0,-2,0.000078,0.000803,74.432305,up
0,-2,0.000082,0.000855,67.123026,up
0,0,0.000088,0.000931,75.415236,up
0,0,0.000093,0.001012,72.251732,down
0,0,0.000098,0.00107,61.894167,down
0,0,0.000104,0.00112,65.97639,down
1,0,0.000111,0.001238,85.312619,down
1,0,0.000118,0.001299,70.500136,down
0,0,0.000122,0.001252,12.378357,no
0,0,0.000121,0.001216,-31.170791,up
0,0,0.000118,0.001147,-19.704204,up
0,0,0.000115,0.001101,20.890755,down
0,0,0.000112,0.001022,14.095648,down
0,0,0.000108,0.000935,-1.389704,down
0,0,0.000104,0.000828,-17.633609,down
0,0,0.000099,0.00076,-17.097495,down
0,0,0.000094,0.000759,-27.816938,down
0,0,0.000088,0.000785,-48.133343,up
0,0,0.000081,0.000807,-39.916929,up
0,0,0.000074,0.000816,-41.425644,up
0,0,0.000067,0.000829,-32.1881,up
0,0,0.000061,0.000848,-36.773383,up
0,0,0.000054,0.000859,-33.528062,up
0,0,0.000048,0.000854,-25.98803,up
0,0,0.000043,0.000848,-25.462034,up
0,0,0.000038,0.000812,-13.185094,up
0,0,0.000033,0.00064,-9.069422,up
0,0,0.00003,0.000414,33.855558,up
0,0,0.000028,0.000402,16.409231,up
0,0,0.000027,0.000371,53.304637,up
0,-2,0.000026,0.000385,66.179374,up
0,0,0.000027,0.000372,63.957469,up
0,0,0.000028,0.000415,98.895721,down
0,0,0.00003,0.000447,71.554175,down
0,0,0.000032,0.000502,79.602975,down
0,0,0.000035,0.000543,66.797639,down
0,0,0.000037,0.000581,62.174993,down
0,0,0.000039,0.000583,46.848834,down
0,0,0.00004,0.000566,-10.067329,no
0,0,0.000039,0.000548,-22.803965,down
0,0,0.000037,0.000538,-24.166449,up
0,0,0.000035,0.000516,-23.057134,down
0,0,0.000032,0.000488,-14.5347,down
0,0,0.000029,0.000467,-21.429938,up
0,0,0.000026,0.000447,-41.640342,up
0,0,0.000023,0.000431,-21.588901,up
0,0,0.00002,0.000422,-41.727724,up
0,0,0.000017,0.000431,-39.690374,up
0,0,0.000015,0.000422,-4.263715,up
0,0,0.000014,0.000422,4.97233,up
0,0,0.000013,0.00042,5.714286,down
0,0,0.000012,0.00042,15.238095,down
0,0,0.000012,0.000397,13.594858,down
0,0,0.000013,0.00039,29.97845,down
0,0,0.000014,0.000378,58.177447,down
0,0,0.000014,0.000359,-43.995101,down
0,0,0.000011,0.00041,-111.748873,down
0,0,0.000007,0.000453,-97.061447,down
0,0,0.000002,0.00054,-94.923735,up
0,0,-0.000005,0.00066,-100.068942,up
0,2,-0.000012,0.000731,-75.340411,up
0,2,-0.000018,0.000761,-48.499394,up
0,1,-0.000024,0.000782,-43.967272,down
0,0,-0.000029,0.000797,-37.747027,down
0,0,-0.000033,0.000812,-34.712458,down
0,-2,-0.000037,0.00082,-33.782529,down
0,-2,-0.00004,0.000825,-26.412603,down
0,0,-0.000042,0.000833,-30.726515,up
0,0,-0.000044,0.00082,-27.568664,up
0,0,-0.000045,0.000794,-26.823373,no
0,0,-0.000046,0.000757,-21.262233,up
0,0,-0.000047,0.0007,-18.141584,up
0,0,-0.000047,0.00063,-5.871768,up
0,0,-0.000047,0.000519,-4.429891,no
0,0,-0.000046,0.000286,-14.351222,up
0,0,-0.000046,0.000174,32.735517,down
0,0,-0.000044,0.000174,44.221664,down
0,0,-0.000043,0.000179,52.926023,down
0,0,-0.000041,0.000179,17.365176,down
0,0,-0.000039,0.000121,14.833542,down
0,0,-0.000038,0.000078,-12.777531,down
0,0,-0.000037,0.000106,-117.431404,down
0,0,-0.000037,0.000234,-155.680757,up
0,0,-0.000038,0.00028,-96.090581,down
0,0,-0.00004,0.00033,-93.842499,up
0,0,-0.000042,0.00036,-70.57598,down
0,0,-0.000043,0.000372,-53.160349,down
0,0,-0.000044,0.000386,-47.972115,down
0,0,-0.000045,0.000405,-56.527058,no
0,0,-0.000046,0.000418,-46.618078,down
0,0,-0.000047,0.000429,-46.345697,no
0,0,-0.000048,0.000437,-41.920384,down
0,0,-0.000048,0.000432,-37.960319,down
0,0,-0.000048,0.000425,-34.314966,up
0,0,-0.000048,0.000423,-30.974483,up
0,2,-0.000048,0.000403,-27.775236,up
0,2,-0.000048,0.000383,-48.803486,up
0,2,-0.000048,0.000342,-41.518516,up
0,2,-0.000046,0.000303,35.684204,down
0,1,-0.000045,0.000246,9.345521,down
0,0,-0.000043,0.000176,21.076292,up
0,0,-0.000042,0.000135,19.232895,no
0,0,-0.00004,0.000132,-12.129569,up
0,0,-0.000038,0.000132,18.194353,down
0,0,-0.000037,0.000131,-13.01212,up
0,0,-0.000034,0.000164,105.844037,down
0,0,-0.000032,0.000163,9.176629,down
0,0,-0.00003,0.000162,9.847319,up
0,0,-0.000029,0.000164,-26.257247,up
0,0,-0.000027,0.000164,-1.831901,down
0,0,-0.000026,0.000163,-2.450256,up
0,0,-0.000025,0.000165,-26.135713,up
0,0,-0.000023,0.000165,20.587165,up
0,0,-0.000022,0.000165,18.738474,up
0,0,-0.000021,0.000167,-28.762633,up
0,-2,-0.000019,0.000229,120.284563,up
0,-2,-0.000016,0.000253,93.178062,up
0,0,-0.000013,0.000241,19.096345,up
0,0,-0.000011,0.000262,76.277007,down
0,0,-0.000007,0.000298,82.680318,down
0,0,-0.000004,0.000345,89.153727,down
0,0,0.000001,0.000391,83.648745,down
0,0,0.000005,0.000417,68.378806,down
0,0,0.000008,0.000413,13.566044,down
0,0,0.00001,0.000402,6.464243,down
0,0,0.000011,0.000403,11.172799,down
0,0,0.000012,0.000396,-10.103136,down
0,0,0.000012,0.000388,-1.805475,down
0,0,0.000012,0.00037,-14.84759,down
0,0,0.000011,0.000385,-65.273293,down
0,0,0.000009,0.000376,-25.280021,down
0,0,0.000007,0.000388,-70.148306,down
0,0,0.000004,0.000418,-72.468392,down
0,-2,0.000001,0.00045,-69.629738,up
0,-2,-0.000003,0.000474,-68.761224,up
0,0,-0.000006,0.000481,-43.062549,down
0,0,-0.000009,0.0005,-56.811363,up
0,0,-0.000012,0.00052,-48.249718,up
0,0,-0.000015,0.000525,-40.172717,down
0,0,-0.000017,0.000519,-39.869021,down
0,0,-0.000019,0.000491,-40.292954,down
0,0,-0.000021,0.000432,-25.445857,down
0,0,-0.000022,0.000357,-17.930618,down
0,0,-0.000023,0.00034,-42.298092,down
0,-2,-0.000025,0.000329,-55.25945,up
0,-2,-0.000026,0.00031,-63.641583,up
0,-2,-0.000027,0.00029,-41.029909,up
0,0,-0.000029,0.000261,-67.001754,up
0,0,-0.00003,0.000219,-43.749499,up
0,0,-0.00003,0.000217,29.912734,down
0,0,-0.00003,0.000178,63.004922,down
0,0,-0.000029,0.000178,40.503164,down
0,0,-0.000027,0.000196,74.626875,down
0,0,-0.000025,0.000204,49.508168,down
0,0,-0.000023,0.000204,-9.313418,no
0,0,-0.000022,0.000202,30.722825,down
0,0,-0.000021,0.000202,-8.91953,up
0,0,-0.000019,0.000202,0.991059,up
0,0,-0.000019,0.000202,-17.291859,up
0,0,-0.000018,0.000203,-6.912,up
0,0,-0.000017,0.000203,-6.912,up
0,0,-0.000017,0.000201,13.405035,up
0,0,-0.000015,0.00021,59.014174,up
0,-2,-0.000014,0.000227,67.844043,up
0,-2,-0.000012,0.000222,29.298681,up
0,0,-0.00001,0.000217,60.044428,up
0,0,-0.000008,0.00023,76.037563,down
0,0,-0.000005,0.000217,71.842883,down
0,0,-0.000003,0.000212,66.180724,down
0,0,-0.000001,0.000228,66.1424,down
0,-2,0.000002,0.000243,59.334166,down
0,0,0.000004,0.000248,39.092331,up
0,0,0.000006,0.000253,37.149507,up
0,0,0.000006,0.000262,-45.766204,up
0,0,0.000006,0.000269,-58.791334,up
0,0,0.000005,0.00027,-21.122886,up
0,0,0.000006,0.000279,60.308485,up
0,0,0.000006,0.000282,47.888979,down
0,0,0.000007,0.000272,37.161309,down
0,0,0.000008,0.000266,47.362062,down
0,1,0.00001,0.000261,57.089065,down
0,0,0.000011,0.000261,58.535789,down
0,0,0.000012,0.000259,10.80928,up
0,0,0.000013,0.000258,2.321904,up
0,0,0.000013,0.00025,-7.59279,up
0,0,0.000014,0.000249,-0.401226,up
0,0,0.000013,0.000249,0,up
0,0,0.000014,0.000253,30.480113,up
0,0,0.000014,0.00026,42.997489,no
0,0,0.000014,0.000267,40.432144,down
0,0,0.000015,0.000268,17.537954,down
0,0,0.000015,0.000274,36.850824,down
0,0,0.000016,0.000282,40.48897,down
0,0,0.000016,0.000248,31.095252,down
0,0,0.000017,0.000177,11.313708,down
0,0,0.000015,0.000201,-137.525729,up
0,0,0.000014,0.000228,-81.743436,up
0,0,0.000011,0.000264,-88.338256,up
0,0,0.000009,0.000271,-39.516298,up
0,0,0.000007,0.000269,-8.537938,down
0,0,0.000006,0.000264,-13.616451,down
0,0,0.000005,0.000255,3.9261,down
0,0,0.000004,0.000262,40.127592,down
0,0,0.000005,0.000299,84.079318,down
0,0,0.000005,0.000308,-46.682929,down
0,0,0.000005,0.000316,-37.703044,down
0,0,0.000004,0.000322,-35.388201,down
0,0,0.000002,0.000336,-53.815983,down
0,0,0,0.000366,-76.418918,no
0,0,-0.000003,0.000379,-58.265173,down
0,0,-0.000005,0.000396,-56.505513,down
0,0,-0.000008,0.000395,-42.025316,down
0,0,-0.000011,0.00039,-47.417391,down
0,0,-0.000013,0.000385,-47.804304,up
0,0,-0.000015,0.000383,-48.048163,up
0,0,-0.000018,0.000391,-40.938259,up
0,0,-0.000019,0.000396,-28.768714,down
0,0,-0.000021,0.000407,-41.314945,down
0,0,-0.000022,0.000408,-24.23526,down
0,0,-0.000023,0.000399,-12.033893,down
0,-2,-0.000023,0.000392,-19.404431,down
0,-2,-0.000024,0.000384,-40.835219,up
0,-2,-0.000025,0.000361,-63.090397,up
0,-2,-0.000027,0.000243,-86.547362,up
0,0,-0.000028,0.000248,-69.863358,up
0,0,-0.000029,0.00023,-42.578523,up
0,0,-0.00003,0.000201,24.88363,up
0,0,-0.000028,0.000269,125.798457,up
0,0,-0.000025,0.000321,94.494486,up
0,0,-0.000022,0.000366,84.186321,up
0,0,-0.000017,0.000459,105.124721,up
0,0,-0.000012,0.000523,83.925047,up
0,0,-0.000006,0.000583,77.562999,up
0,0,0,0.000633,70.016559,up
0,0,0.000006,0.000678,66.560109,down
0,0,0.000012,0.000716,61.285196,down
0,0,0.000018,0.000759,61.399559,up
1,0,0.000023,0.000775,48.131286,up
1,0,0.000029,0.000801,52.319083,up
0,0,0.000032,0.000796,19.974831,up
0,0,0.000035,0.000786,22.266023,up
0,0,0.000038,0.00079,54.523392,down
0,0,0.000042,0.000775,61.551269,up
0,0,0.000045,0.000703,35.725466,up
0,0,0.000048,0.00061,36.904157,up
0,0,0.00005,0.000511,50.503358,no
0,0,0.000052,0.000416,38.722878,up
0,0,0.000054,0.000418,69.538716,up
0,0,0.000056,0.000383,38.141432,up
0,0,0.000057,0.000344,46.528538,up
0,0,0.000058,0.000339,36.865498,up
0,0,0.000059,0.000374,90.125398,up
0,0,0.000061,0.000434,97.961965,up
0,0,0.000063,0.000462,73.007928,up
0,0,0.000066,0.000484,64.309375,up
0,0,0.000068,0.000515,70.291262,up
0,0,0.00007,0.000523,42.471026,up
0,0,0.000071,0.000536,58.444086,down
0,0,0.000073,0.000573,70.141475,down
0,0,0.000074,0.000528,46.365377,down
0,0,0.000075,0.000481,51.560477,down
0,0,0.000076,0.000474,27.625283,down
0,0,0.000075,0.000473,-19.031908,up
0,-2,0.000073,0.000445,15.971447,down
0,-2,0.000071,0.000416,21.886844,down
0,-2,0.00007,0.000398,23.609075,down
0,0,0.000068,0.000358,10.056415,down
0,0,0.000065,0.000349,-25.209829,up
0,0,0.000062,0.000313,-31.348967,up
0,0,0.000058,0.000287,-50.08885,up
0,0,0.000054,0.00027,-83.976935,up
0,0,0.000049,0.000349,-111.316214,up
0,0,0.000045,0.000346,9.824169,down
0,0,0.000042,0.000348,20.689997,down
0,0,0.000039,0.000349,-18.031768,down
0,0,0.000037,0.000343,-4.664703,down
0,0,0.000034,0.000344,-15.391847,up
0,0,0.000031,0.000362,-64.583986,up
0,0,0.000028,0.000346,-54.876865,up
0,0,0.000025,0.000332,-6.016568,down
0,-2,0.000023,0.000308,3.576054,down
0,-2,0.000021,0.000305,36.706517,down
0,0,0.00002,0.000307,33.273157,down
0,0,0.000019,0.000303,1.980565,down
0,0,0.000018,0.000295,-15.237285,down
0,0,0.000016,0.000289,-38.44336,down
0,0,0.000014,0.000283,-28.284271,down
